reviewContent,label,rating
"produk ok,  pengantaran cepat,  harga bersaing dan packaging ok",positive,5
Kecewa bang.....  ya.. gue memang enggak berharap banyak sama barang murah.... wkwkwkwk....,negative,2
"Film animasinya tidak sesuai harapan, anak saya lebih tertarik dengan film yang lebih real animasinya, gambarnya pun kurang menarik. Kalau bisa tampilkan pesan dan kesan yang membuat anak-anak tertarik & yang lebih inovatif",negative,3
pas sampai lihat packingan nya sempat kaget sih karena bagian kardus dan bubble warp nya ada yang sobek.. tapi pas tes barang nya senang karena bagus dan tidak ada kendala apapun.. recomen deh belanja di lazada..,positive,5
gan ini laptopnya enggak ada celana dalam nya ya,negative,3
"Barang telah diterima tepat waktu, hanya ada bercak  jamur di layar LCD bagian bawah.",negative,2
"Bagus mudah-mudahan awet ya dan belum sempat dicoba tapi sudah digantung ganti tv lama yang 44""",positive,5
Maaf mas tidak usah dikirim. Maaf sebelumnya.,negative,1
"barang bagus, semua normal, original.... dan tidak mengkhawatirkan... ok deh",positive,5
mantap keras,positive,5
biar bintang yang berbicara. recomen gaes,positive,5
"Pengiriman cepat,cuman kualitas gambar nya enggak sesuai...!wajah_menangis!",negative,3
"barang top,  kurir mantap.",positive,5
warna tajam.. mudah mengoperasikan menunya..,negative,3
tidak bisa digunakan,negative,1
mantap....isi sesuai dekskripsi,positive,5
"pengiriman cepat, packing rapi",positive,5
Ini laptop atau notebook?,negative,1
"Belum setahun pemakaian sudah ada bad pixel di sudut kiri bawah, sudah ke service center di bandung katanya di dalemnya ada sarang semut dan tidak bisa klaim garansi terus apa gunanya garansi PANEL 3 TAHUN. Dari 3 tv yang ada di rumah cuma tv ini yang rusak kemasukan semut hahha semoga yang lain tidak mengalami hal yang sama. Pengalaman buruk dari cooca ini akan saya ingat selalu",negative,1
flash disknya oke,positive,5
"awalnya ragu,begitu sampai rumah aku buka utuh,mulus ,pokoknya rekomendet!jempol_ke_atas!, pengiriman ke Surabaya kilat ,hari ini pesan ,bsuknya datang .good",positive,5
barang cepat sampai..barang ok..thank lazada...,positive,5
"barang mulus, oke berfungsi. tapi tidak ada kartu garansi. sudah di chat sebelum pengiriman untuk disertakan kartu garansi. tapi pas datang tetap enggak ada kartu garansinya. kecewa.",negative,2
jos. puas banget pakai produk cooca. rekomended,positive,5
Pas dimasuki ke hp eror :(,negative,1
"bagus, speed transfer data ok lebih cepat dibanding usb 2.0",positive,5
"original, biarlah bintangn yang berbicara",positive,5
ok bareng original,positive,5
"pindah channel serasa lemot,, seperti smartphone yang ram nya 1GB dijejalin banyak aplikasi,  ditambah penganturan contras, brighnes sudah distel berbagai macam masih saja terlalu tajam keputihan, bisa merusak mata kalau menonton durasi lama,,  fitur eco mirip pengaturan kecerahan layar di hp,, simple sih, cuman jadi gelap layarnya kalo tv nya di indoor, overal,, kalo dibanding sama harga yang setara misal TCL 40 smart tv mungkin kalah fitur, cuma menang brand saja,,",negative,3
"Harga sangat bersaing, barang sesuai & sudah dicek ke aslian nya. Mantap",positive,5
mantap bang oke .berfngsi dengan baik ok,positive,5
ini bagaimana sih.. kok kaki TV nya enggak ada?? saya komplain kemana ini kaki tv nya enggak ada??,positive,5
"tv mau dicoba kga muncul,  muncul no signal , dibeliin antena baru tetap no signal, mau direturn, saja kga ada kejelasan  dari penjuala ya untuk  cara yang benar",negative,1
brang bagus,negative,3
"Flasdisknya bagus, tapi MP3 yang lain dibisa di baca.",positive,4
barang cepat sampai. kapasitas 63 gb.  semoga dapat digunakan dan awet,negative,3
"Eror flashdisknyh sis, bagaimana ya bisa di retur enggak, saya mau balikin nih bagaimana caranyh ternyta enggak bisa di save",negative,1
bagus barangnya terasa kwalitasnya bukan murahan,positive,5
"sampai dengan selamat, dapat hrga lumayan pas promo tanggal 28. sampai tanggal 6 kurir ramah. recommended!! oh iya kalo untuk klaim garansi bagaimana ya min?",positive,5
enggak bisa di pakai,negative,1
pesan tanggal 11 bayar tanggal 11 barang sampai tanggal 12 ruaaar biasa cepat diluar ekspektasi. produk ok mantap tapi sayang bonus vip card nya tidak ada jadinya tidak sesuai deh sama yang diiklankan... jadinya agak kecewa deh,negative,3
lumayan dapat flash sale..,positive,5
"Alhamdulilah barang sudah sampai gan, ane puas, mau beli 1 lagi.....sukses selalu buat agan",positive,5
),negative,1
"Produk orisinal. kecepatan baca rata-rata 80Mbps (bukan 95 Mbps) tidak sesuai dengan deskripsi, kecepatan tulis 30Mbps. Over al, OK lah. Moga awet. Thx Lazada.",positive,4
harga bersahabat tapi kualitas hebat,positive,5
thankyou for my early christmas present...,positive,5
"terima kasih, produk bagus & memuaskan. sekali lagi terima kasih.",positive,5
"barang bagus dan sesuai gambar, mudah-mudahan bertahan lama",positive,5
great shop!!! great product!!! great price!!!,positive,5
mending pihak Lazada tutup nih akun penjual yang kayak begini..jual barang rusak..capek deh,negative,1
"dapat diskon dari hut lazada, tks lazada dan cooca",positive,5
mantap  pengiriman cepat.,positive,5
enggak bisa dijadikan bootable.,negative,2
Katanya produk orisinal tapi kemasannya sudah pernah dibuka sebelumnya pakai cutter dibagian belakang.,negative,2
"barang datang sesuai harapan, gambar dan suaranya mantul, channelnya pun banyak, youtube nya juga lancar meskipun teatring dari hp. semoga kuat dan tahan lama",positive,5
Alhamdulillah tv sudah sampai dengan selamat  terima kasih buat lazada cooca dan kurir jnenya juga ramah  pokoknya mantaaaaap dah,positive,5
"pengiriman cepat, hanya kurang puas fd kadang kebaca kadang enggak. !wajah_merenung!",negative,3
"sesuai dengan janjinya, mantap....",positive,5
puas sesuai harga,positive,5
Barang sudah sampai dengan metode cod,positive,5
"selamat siang paket saya sudah sampai ya, mau tanya siapa ya penerimanya..",positive,4
"Gan, barang hd elements saya tidak mau terbaca di laptop atau pc semua. Padahal saat pengiriman barang, aman saja. Namun hd tidak sama sekali terbaca walau indikator hd nyala. Mohon respon dan bantuannya gan agar saya tidak menyesal. Terima kasih.",negative,1
"dijudul + Nvidia GT920MX, ternyata tidak ada, cuma Intel Grapich 520",negative,1
"bagus, semua berfungsi dengan baik..  semoga pelayanan nya lebih bagus dan baik pula",positive,5
"Alhamdulillah tidak pecah,bagus,,",positive,5
"lucu imut seperti gambar, packing rapi, berfungsi dengan baik.",positive,4
TV-nya cacat pabrik. Dan tidak ada tanggung jawab dari lazada.,negative,1
"kurir nya ramah,tapi peking nya enggak rapi,harus nya kan ada kayu nya,aku terima dalam keadaan pecah,tapi salah aku sendiri sih enggak aku buka selama seminggu Karena jadi mau di balik kin juga enggak bisa pasti",negative,1
Mantul.. Puas,positive,5
"Pemasangan mudah dan transfer data juga cepat, tapi sayang pengiriman dari lazada nya lama",positive,5
"Baru 1 minggu sudah rusak , padahal menunggu  2 minggu baru datang ini barang ..",negative,1
"Pesanan ke-4 kalinya. Seperti biasa, pengiriman cepat, barang mantap, dan kebetulan ada promo, jadi dapat harga lebih murah dibanding sebelumnya.",positive,5
barang sampai lama benar beda sama estimasi,negative,1
"Pesanan cepat sampai hanya 1 hari. tv nya keren banget. ada androidnya bisa connect google account. mantap lah. enggak rugi beli pas 9.9. harga cuman 3,2jt. sekarang sudah 4,2jt. kekurangan nya tv nya berat hampir 7kg. itu saja",positive,5
Flashdisk nya enggak bisa dpake.. setelah file di pindahkan keflasdisk ini malah enggak bisa kebaca.. !wajah_menangis_keras!!wajah_menangis_keras!alhasil semua file aku rusak semua...!wajah_cemas!,negative,2
"Akhirnya paket datang, tepat di akhir estimasi pengiriman, setelah dibantu cs Lazada. Terimakasih Lazada. Dan mengenai barang, paket datang dengan packing bubble warp. Dan sedang di cek keseluruhannya, semoga enggak ada masalah.",positive,5
enggak ada kartu garansi,negative,3
Barang diterima dengan baik..terimakasih,positive,5
Terima kasih Lazada barang sudah sampai... Sangat memuaskan kan dan besar....,positive,5
"packing rapi, barangnya orisinal, pengiriman cepat. thx",positive,5
Barang sudah sampai tapi pas dinyalain enggak bisa. bagaimana pertanggung jawaban lazada?,negative,1
"sangat kecewa memakai barangnya, pengiriman sudah telat sudah begitu simcard tidak terbaca, barang juga ringkih  sangat menyesal beli barang ini",negative,1
Tak bisa di gunakan,negative,1
bareng yang sampai tidak sesuai pesanan. Seharusnya dikonfirmasi terlwbih dahulu kalau bareng kosong atau hendak diganti. Saya sangat kecewa,negative,2
barang bagus dan cepat sampai tujuan,positive,5
senang..pengirimannya cepat..,positive,5
"thanks barang sesuai pesanan, pengiriman cepat, buat yang bingung yang di dapat saat pembelian apa saja, yang jelas dapat laptopnya kan ya hehehe + dapat tas + gantungan kunci + stiker, jadi lengkap, lazada tolong di lengkapi deskripsinya agar yang mau beli enggak bingung",positive,5
"barang bagus, sesuai deskripsi, kualitas ok",positive,5
bagaimana cara untuk mengembalikan laptop ini soalnya belum 3 minggu layarnya sudah nge blank begini!wajah_bersungguh-sungguh!,negative,1
Pas mindahin File pasti Corrupt :/,negative,1
hanya satu kak buat lazada dan sandisk... kereeen,positive,5
"barang enggak layak jual malah dijual, bagaimana sih saya pindahin file ke flashdisk bisa pas dibuka lagi malah hilang lah kecewa berat pokoknya menyesal saya beli flashdisk nya di store ini, untuk pembeli baca ulasan nya dulu ya jangan seperti saya menyesal dibelakang",negative,1
"maaf sis & mas bro flashdisk ok, tapi baru sekali pakai no connect",negative,3
Barang ok dan pengiriman Cepat. Terimakasih Seagate.,positive,5
Flashdisknya bagus tapi bonusnya kayak fan android nya enggak muter pas dipasang...,negative,3
Barangnya lama sekali,negative,1
"barangnya sampai kurirnya ramah tapi kecewa charger nya tidak ber fungsi jadi enggak bisa dipakai deh !wajah_kecewa_namun_lega!, harap ditingkatkn kualitas nya",negative,1
"barang diterima baik, packing rapi cuma kurang banyak bubble wrap  nya...   terimakasih",positive,4
"Jelek, baru pindahin data,  sudah error??",positive,5
enggak bisa buat video hancur semua,negative,1
"Warna salah, ukuran barang kegedean (enggak cocok untuk hd 2.5""). Sesuai lah sama harganya",negative,2
"Nice product, sesuai dengan yang diinginkan",positive,5
"Keduanya tidak bisa digunakan,",positive,5
"kecewa banget, flashdisk apaan, enggak bisa dipakai menyesal deh belinya, hati-hati jangan pesan!!!!!",negative,1
Baru menyimpan dikit deh rusak datanya..,negative,2
"Barangnya sudah sampai semalam. Langsung di coba, bisa. Bagus. Imut imut.",positive,5
Mantul......barang ok pingiriman cepat,positive,5
"Barang sampai dengan cepat banget dan kemasan rapi indak kecewa lah saya beli, harga sudah bersaing dari produk lain",positive,5
tidak bisa menyimpan video,negative,2
Puas syekali,positive,5
"Ini judul nya 48"" tapi baca spesipikasi utama led 24 yang benar yang mana?",negative,1
Barang bagus pengiriman lama,negative,2
pelayan nya bagus.  barang juga bagus mantap banget.  cuma yang buat kecewa dari pihak pengiriman nya.  masa dari depok kirim ke depok harus tgu sampai smguan baru sampai.  barang kelamaan simpan nya di gudang ninja  nya,positive,4
"sudah 1 minggu order laptop padahal sudah sesuai petunjuk..enggak bisa"" gman carany min ini?",negative,1
"SANGAT MENGECEWAKAN. SAYA ORDER TV SUDAH MENUNGGU LAMA, GILIRAN sampai eh BARANGNYA PECAH. HAMSYOOONG. MASUKAN KE LAZADA untuk LEBIH MENJAGA BARANG DALAM SETIAP PENGIRIMAN.",negative,1
apa ini benar tv 4 ke karena gambarnya enggak begitu bersih....kalo 4 ke kan gambarnya bersih banget... mohon di jawab,positive,5
Belum sampai 20 hari sudah enggak bisa dibaca HP saya! Kecewa!,negative,1
kemasan sudah terbuka waktu sampai alamat kemarin.,negative,2
Kenapa tidak dapat kabel hdmi ya ?,negative,1
barang sudah saya terima tadi jam 11:19 tapi saya kecewa banget gan flashdisk'memory kenapa enggak bisa dsmpn,negative,1
"Paket saya terima sore ini jam 14an, baru saya buka malam ini jam 20an. Dibungkus rapi, packing kayu dan wraping buble plastic. Tapi kenapa tv nya enggak bisa nyala, meskipun lampu indikatornya jadi hijau setelah dipencet remotenya.",negative,2
moga awet...,positive,5
"produk oke, untuk pengiriman lumayan, namun akan lebih baik jika di packing kayu. jangan bubble wrap saja, thanks",negative,3
!jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!,negative,3
mantaaap,positive,5
"pengiriman cepat, tapi sayang suara sond nya naik turun, padahal tv baru Payah",negative,2
recommended sellers,positive,5
good lah untuk harga segitu,positive,5
Bagi Yang Minat Order/Pesan Barang Kami.Untuk Lebih Lanjut Silakan ada Whatsap/WA 085342633687 Langsung Dari Resseller Toko...pengirima fre ongkir se indonesia.Terimah Kasih...!!!,negative,2
sukak.,positive,5
pesan satu kok malah dikirim dua?,positive,5
barang oke semua nya enggak ada kendala,positive,5
puas banget,positive,5
"pesan rabu malam sabtu pagi sampai di jepara jawa tengah, thanks lazada barangnya 100% works, enggak menyesal pokoke",positive,5
Barang datang lambat sekali.,positive,5
Produknya lumayan bagus,positive,5
produk keren sudah android dan bezel tipis,positive,5
Ini size nya berapa yaw...?,negative,2
agak bermasalah tidak semua komputer  bisa buka,negative,2
mohon dilakukan pengecekan kembali karena saya belum terima barang per tanggal 20 Desember 2017 sedang status sudah terkirim di tanggal tersebut. jangan sampai konsumen dikecewakan,negative,1
"pengiriman cepat deh begitu saja, Terimakasih",negative,2
Barang bagus. Tampilan cantik. Led notifnya Keren. Jos pokoe,positive,5
Kapasitas 931gb. pengiriman cepat. lanjutkan,positive,5
buat mengirim file 1 gb bisa sampai 1 jam,negative,3
barang sesuai deskripsi dan cepat sampai !jempol_ke_atas!,positive,5
mantap....barangnya bagus..sesuai banget...,positive,5
Dikira usbnya bisa ternyata usb khusus!wajah_menangis_keras!!wajah_menangis_keras!!wajah_menangis_keras!!wajah_menangis_keras!,negative,3
enggak sesuai,negative,1
barang sudah sampai. packing kurang karena tidak pakai packing kayu,negative,3
semua file yang dipindahkan ke flashdisk berubah menjadi file corrupted,negative,1
terbaik sok far. hampir panik remote TV enggak bisa pairing. ternyata ada trik nya. tks Lazada buat pre sale nya.  TV 40 inch harga 3 juta terbaik,positive,5
thanks cooca thanks lazada tv nya mulus cocok deh pokoknya... kebetluan beli lagi pas ada sale jadi harganya lumayan membantu muraaaaaaaah !wajah_tersenyum_lebar_dan_memejamkan_mata!!wajah_tersenyum_lebar_dan_memejamkan_mata!!wajah_tersenyum_dengan_mata_bahagia!,positive,5
FLASDISK enggak BISA DIISI apa-apa BURUK. PEMBOHONG. SEMOGA KENA ADZAB amin,negative,1
"untuk harga segitu bagus sih....tapi kalau mau yang berkualitas...ya harus membutuhkan pengorbanan , nguras kantong agak dalem",negative,3
Masa saya pesan 9agustus kode voc ia enggak bisa di pakai terus bagaimana nih penanganan ia mkcy,negative,1
Gan saya mau nyicil bisa enggak??,negative,2
"enggak Ada cacat sedikitpun.. kurir nya ramah.. tq Lazada, tq seller... enggak mengecewakan sedikitpun !wajah_memberikan_ciuman_jauh!!wajah_memberikan_ciuman_jauh!",positive,5
brngx cukup bagus.,negative,1
"gercep banget tapi kapasitas cuma 30 gb an, dan yang fre 29,7 gb. tapi worth karena resmi bergaransi",positive,5
file yang di copy ke flashdisk enggak bisa kebaca.,negative,1
"mau tanya nih, kondisi barang baru  atau second, terima kasih",negative,1
"Bagus, cocok buat case hd laptop",positive,5
Barang kau,negative,1
sip. sesuai pesanan. tapi belum di'coba. mudah-mudahan berfungsi dengan baik,positive,4
"Barang akhirnya datang setelah telat 5 hari dari ESTIMASI, bingung banget dari kemarin, mau batalin tapi saya sabarin akhirnya sampai juga, good product bad delivery",negative,3
Mantap,negative,2
Barang yang dijual sangat amat buruk tulisan 64 GB yang didapat 199Mb,negative,1
Assalamu alaikum.saya habis beli hardis tisiba 2 T.kok baru 2 minggu sudah rusak.tidak bisa di pakai copy pail.propertis juga tidak bisa.tolong di bantu,negative,3
"Bagus sekali dan juga murah, keduanya berfungsi dengan baik. semoga awet❤❤",positive,5
barang ok.  . tapi kok kaya ada garisnya begitu ya.  . mudah-mudahan awet saja biar enggak menyesal beli di ladaza.,negative,2
"packing aman dan rapi, tapi memorinya cuma ada 56 gb sisanya hilang",negative,3
barang sudah diterima ...terima kasih ...semoga awet,positive,5
Ini bayar di tempat apa tidak?,negative,1
Barang bagus berfungsi dengan baik real pic,positive,5
"Sayang sekali tidak bisa USB movie. Ada lobang usb, tapi hanya petigas service yang boleh. Begitu penjelasa n di buku petunjuk. Setelah dicoba, memang tidak support. Agak sedikit mengecewakan saya rasa, sementara di judul USB TV.  Padahal keluaran baru. Sedangkan TV2 jadul saja, keluaran 5 tahun lalu, sudah sertakan fitur itu...  Untuk yang mau order, pikir2 dulu lah...",negative,3
"stok masih ada enggak, gan?",negative,3
"Barang di terima sesuai gambar,kwalitas oke.harga murah .siiip lah",negative,2
mohon info bagaimana cara klaim garansinya pesenan saya sun disk 32 giga rusak tidak bisa di baca.,negative,1
"alhamdulillah sesuai dengan spesifikasi, tapi colokannya bengkok,,ini produk aslinya atau bagaimana ini   ????",positive,5
"pengiriman cepat, barang orisinal.",positive,5
"tampilan lumayan cerah, seller sangat responsif biarpun agak lemot balasny hehe, sayang tombol power n vol di bawah n socket charger di samping jadi agak aneh n enggak terbiasa.Layar agak mudah tergores kayaknya, entah ada lapisan dibawahnya lagi enggak, kalo enggak belum 1tahun pakai bisa dah buram tuh layar, isi tablet kosong melompong sampai google pun mau diinstal wkwk, saya kurangi bintangny karena kapasitas ROM yang 64GB setelah disimpan data, sisa masih 50GB enggak bisa disimpan lagi, muncul pesan eroro insuffient space",negative,3
"Packing nya ok lah. Cuma belum sempat di cek nyala apa tidak nya. Baru dilihat kelengkapan, sesuai sama yang di iklankan.. Pengiriman justru lebih awal, bagus lah. Harusnya tanggal 8,eh tanggal 7 sudah datang.. Trimakasih fast respon nya pelayanan ok.",positive,5
Tv mati..mau di return tidak di taggapi..akhirnya keputusan di ambil lazada untuk return..barang sampai ke penjual lagi pun tidak di konfirmasi & lazada lagi yang memutuskan..saya cuma reseller kecil bos..,negative,1
"Deskripsinya toshiba canvio basic,, namun yang datang toshiba canvio ready jadi berbeda type,, agak kecewa",negative,1
besar,positive,5
TOBAT BELINYA enggak BISA SIBACA ....KALAU JUAL JANGAN ASAL JUAL LAH GAN ...TOBAT TOBAT BELINYA,negative,1
Good.. Masih bisa diup dengan detail,positive,4
okok,positive,5
"Saya kecewa ,saya di tipu saya pesan dua teryata 1 harga tetap dua",negative,1
puas puas puas puas puas,positive,5
barang bagus dan berfungsi dengan baik datang cepat pokonye keren deh,positive,5
recomended seller,positive,5
fast respon....barang sesuai dengan deskripsi,positive,5
Biar Gambar saja yang bicara,positive,5
barang belum saya buka masih dikemas.saya puas deh dilazada.respon cepat n enggak ribet.,positive,4
Flashdisk nya jelek... enggak bisa dipakai...,negative,1
"Barangnya kau, masa memasuki data2 ke flash disk nya langsung hilang, kecewa berat",negative,1
Bagus sekaleeè,positive,5
flasdisknya belum aku coba ..jadi aku kasih bintang 2 dulu,negative,2
good. tks,positive,5
FD nya dibungkus rapi. sampainya juga cepat. terima kasih..,positive,5
sangat tidak recomend. saya terima dengan kondisi eror. tidak bisa diapa2kan.,negative,1
baru dipakai data saya langsung rusak,negative,2
"Barang bagus, tapi harga nya turun lagi, ketika saya beli 1.849 sekarang langsung 1.799",positive,4
"Cepat pengirimanya, puas hasilnya",positive,5
"untuk produknya mantap, cuma di dalamnya enggak ada breket padahal ada slot breket. mungkin saat test ketinggalan. bisakah breketnya dikirim...?",positive,5
Gan bisa kirim via gojek ke daerah cileungsi tidak?,negative,3
"Pengiriman cepat, admin nya fast respon, hd nya bagus sesuai spek, kec sampai 110 mbak/si, hadiah nya oke lah, ya namanya juga hadiah, you know lah ya gaes",positive,5
Saya pesan pakai jasa gojek seharusnya sampai tanggal 30 nov tapi sampai saat ini barang saya belum sampai juga.. tolong jangan buat orang kpok beli dilazada.!!!!! Pelayanan tidak recomended,negative,1
"Sangat kecewa. Barang diterima dalam keadaan rusak, layar LCD pecah di tengah dan menjalar ke tepi, packing dikirim tidak menggunakan packing kayu layaknya barang pecah belah namun hanya dibungkus bubble wrap. Barang sedang dalam proses pengembalian ke Lazada. Semoga bisa segera diproses untuk diganti dengan barang dengan kondisi yang bagus atau uang dikembalikan.",negative,1
layar bergaris. lagi coba claim garansi,negative,1
"Saya beli tv ini karena lihat video2 review pada bilang bagus. enggak tau saya dapetnya barang cacat atau bagaimana, ada dead pixel, kualitas gambar dan suara SANGAT BURUK. Tipe picture sudah dipilih yang paling bagus, tapi saat menonton video hasilnya berbayang, suara juga sember walaupun sudah pakai mode DTS. Wel, ada harga ada barang.",negative,1
"Najong masa flashdisknya rusak baru sekali bisa di pindahin dokumen. Eh pas mau mindahin lagi malah enggak bisa, mau delete saja enggak bisa",negative,1
Mantap barang bagus,positive,5
Produk original..packing rapi..pengiriman cepat & kurir ramah...,positive,5
dua kali beli tv disini yang pertama 32 inch yang kedua 43 inch..dua-duanya memuaskan..barang sampai dengan selamat tanpa ada cacat & kurang sedikitpun..kurir sudah langganan & selalu mau bantu cek barang..thx laz & seller..!wajah_gembira_dengan_mata_bahagia!!wajah_gembira_dengan_mata_bahagia!,positive,5
Saya pesan 2 kenapa dtngnya 1 ya ?,negative,3
"kecewa... bukannya flasdisk yang dikirim, malah micro SD yang dkirim. mls proses retur nya. sellernya teledor..",negative,1
barang nya ok cepat sekali sampenya,positive,5
Kurang.ada sebagian file yang tidak bisa di baca,negative,2
"Barang oke, pengiriman cepat, pembayaran cod menambah keamanan belanja online yang saya lakukan, semoga barangnya awet..",positive,4
alhmdulilah barng sudah sampai. pengirimnya cepat. semoga tv awet sampai tua. terimakasih.,positive,5
kecewa kesalahan alamat tidak bisa di baru saja transaksi langsung tidak bisa di batalkan buat pengalaman ini harusnya kasih waktu 1jam sebelum lanjut di proses kasihan orangnya kalo kesalahan alamat,negative,1
"pengiriman cepat, respon baik, barang tiba dengan selamat dan sesuai pesanan. rekomendasi banget. terimakasih.",positive,5
"Produk standar, mahal lebih mahal disini harganya daripada toko sebelah.",negative,1
"Barang sudah sampai dan berfungsi dengan baik, terima kasih lazada",positive,5
bgus,positive,5
bareng Ok,positive,5
Baramg sesuai deskripsi dan berfungsi dengan baik. Terima kasih.,positive,5
Berfungsi baik. tks.,positive,5
Barang deh diterima. .namun sangat kecewa belinya paket bundling TV + sound bar  tapi yang yang dikirim cuma TV nya saja tanpa sound bar . Tolong dong lazada tanggung jawabnya bagaimana ....sudah 15  hari   setelah pengiriman ...kekurangan barang belum dikirim juga...,negative,1
barangnya sudah sampai,positive,5
"pengiriman cepat kurir pun ramah,, terima kasih lazada",positive,5
khusus beli di 11nov di keterangan tertulis include fre vvip card. mana vvip cardnya? Saya buka kotak tvnya tidak ada vvip cardnya. Tolong dikirim lagi vvip cardnya..,negative,1
"packing rapi, kecepatan transfernya datanya cepat. mantap..",positive,5
"isinya kok cuma 29.71 ya,,  memang sih ada sticker datascrip,, teman saya bisa sampai 31, lho",negative,2
"Masa remot rusak di kasih,!wajah_merenung!",negative,1
Ya lengkap sih sesuai dengan judul tapi enggak direkomendasi buat yang kerja itu ya karena ini bersifat FAT32 can't convert NTFS ya jadi sistem buat copas file besar enggak bisa dia LEMOT BANGET ya buat orang kantor use ini enggak apa-apa lah..,negative,3
"pengiriman cepat, semoga awet..",positive,5
mantap...barang sudah sampai sesuai specs,positive,5
"Barang oke, kapasitas juga sesuai, cuma mohon maaf saya enggak kasih bintang 5 (dimana seharusnya bintang 5) karena WARNA NYA BIRU. Padahal saya sudah info ke seller, warna req hitam dan kalo tidak ada hitam warna apa saja enggak apa asal BUKAN BIRU. Eh malah dikirim Biru.. yasudahlah. Sukses untuk Jaya",negative,2
sempat khawatir dikirim ke sulawesi tengah enggak pakai packing kayu.. ternyata benar dong cuma bubble wrap doang.. tapi alhamdulillah barang enggak ada cacat dan sampai dengan selamat.. berfungsi dengan baik.. lumayan dapat murah kenak flash sale..,positive,5
"Pokoknya saya puas banget atas semua hal :  Kwalitas, harga, pelayanan dan keramahan hingga logistik yang lancar.  terima kasih Lazada",positive,5
"pengiriman nya sih cepat tapi packing nya cuman pakai buble wrap Pas di buka kardus bagian dpan tv ada penyok ngeri layar nya pecah tapi untung enggak, respon penjual nya lama tv pas di cek nyala sih normal tapi buku panduan enggak lengkap parah nya remot tv nya ha fungsi terutama tombol volume dan tombol geser kiri parah jadi enggak bisa gedein/kecilin suaranya, tolong dong seller sama gudang lazada sebelum kirim ke konsumen barang di tes terlebih dahulu jangan barang riject di kirim, tiap beli barang di lazada zonk mulu.",negative,3
"pesan. dari tanggal 2 tanggal 21 baru sampai.. kecewa lama banget pengiriman. nya,belum di buka tv nya moga bagus-bagus saja biar enggak tambah kecewa",negative,1
mantap barang sesuai yang dipesan,positive,5
Berkali kali beli di lazada tapi yang ini sangat mengecewakan. Pesan dari tanggal 12 des '17 sampai sekarang tanggal 19 des '17 barang belum datang padahal sudah langsung di byr. Estimasi sampai tgl15 des '17 tnyt molor. Tolong diperbaiki pelayanannya agar pelanggan tidak kecewa.,negative,1
barang telah sampai pelayanan bagus terimakasih lazada,positive,4
Boleh enggak kalau misalkan credit,negative,1
Tolong dikirim kembali kok tiba tiba ada pesan pesanan anda di batalkan,negative,2
bagus sih cuman enggak bisa kebaca kadng' cofy file enggak kebaca,negative,2
"Pesan 16 GB, produk yang dikirim 32 GB dan tidak berfungsi. Segel sudah terbuka. Sangat mengecewakan.",negative,1
maaf baru mengasih review kecewa banget mengira belanja di lazzmal aman barangnya bagus ternyata parah tvnya bluret parah banyak semut enggak hilang-hilang. padahal sudah numpang antena tetangga yang pakai antena digital.,negative,1
Hdmi support?,negative,3
Kualitas sesuai harapan dan kiriman cepat [cuma 1 hari].  Dipertahankan ya :),positive,5
"mantap 24 jam langsung ke kirim, lumayan buat main pas 3",positive,5
Biasanya suka fre sekarang sudah bayar saja sama jasa ongkirnya.,negative,1
"produk sesuai deskripsi dan berfungsi dengan baik.  kualitas gambar, suara dan lainnya ok  harga relatif murah 2,499jt sudah termasuk ongkir",positive,5
"Hard disk Sesuai deskripsi, sesuai ekspektasi... semoga awet  !jempol_ke_atas!!jempol_ke_atas!»»» (o '⌣' )",positive,5
Promosi dan diskon dari lazada memang gila . Harga sangat murah dan produk yang dibeli memenuhi kebutuhan . Sukses terus Lazada :},positive,5
"saya order tanggal 6 desember 2017 via gosend yang harusnya sampai dihari yang sama, tapi sampai saat ini saya masih belum terima flashdisk nya.. mohon direspon dan mohon bantuannya ..",negative,1
Gan sudah 3 har kok belum nyampek juga barangnya,negative,1
Apa yang diulas ya. Salah kirim barang nih,positive,5
kalau.di kirim ke karawang bisa enggak?,negative,2
barang sudah keterima tapi enggak bisa ke detect di komputer.. mohon solusi buat pengembalian barang karena dalam paket enggak ada kertas buat pengembalian barang,negative,1
Tengkyu.... Barangnya sampai tepat waktu.... Packing rapi dan savety banget .. Recommended seller,positive,5
"Amat sangat memuaskan..Top banget.. Trimkasih PT.ESI,trmksh Lazada dan triksh Ninja Expres..kalian luar biasa.. Masukan buat PT ESI..knapa enggak jual sekalian braket khusus Cooca 32"" dan 40"",kemarin saya beli braket dan harus melubangi sendiri untuk baut ke tv,supaya besi braket tidak kelihatan menonjol keluar ke bawah.. Buat yang mau beli smart tv Cooca enggak usah ragu2..smart tv ini memang keren dengan harga terjangkau",positive,5
barang aspal,negative,2
Produk sangat memuaskan......,positive,5
"Pesanan baru di terima. Sayangnya enggak ada tempat bracketnya, sehingga enggak bisa di gantung. Semoga saja bisa awet.",positive,5
"pengiriman cepat ,barangnya mantablah , , , tapi vocher Hooq.nya enggak ada ,",negative,3
bagus banget,positive,5
tv nya oke.enggak ada masalah. tapi kulkas nya penyok2.enggak ada yang mau tanggung jawab.isi formulir selalu di tolak.beli barang kecil oke lah.di lazada.tapi kalo barang besar kudu mikir lagi..,negative,1
Kalo di kredit bisa enggak gan??,negative,3
