content,label
"barang sudah di terima, cuman ini ada bagian yang ngelupas di kayunya, tapi ok lah, terima kasih.",Positive
"Buku orisinal, pengiriman cepat dan aman pakai bubble wrap",Positive
kecewa tidak seperti yang diharapkan basah semua keluar airnya meskipun sudah diputer mulai dari yang pulang kecil maupun yang besar,Negative
"Barang sesuai deskripsi, dan pengiriman tepat waktu. Sesuai harapan. Terima kasih!",Positive
paket telah sampai....sesuai hargalah,Positive
"Sesuai dengan deskrip yang jual, packing bagus, dan tidak ada cacat, nanti saya mau pesan lagi.",Positive
"barang cepat banget diproses, dibungkusnya pun sangat rapi.. mantap.bisa buat langganan ini .",Positive
bagus banget ??,Positive
Menggunakan bahan alami. Aman buat kulit bayi. enggak lengket. enggak memicu alergi. Melembabkan kulit bayi. Tanpa bahan pengawet. Packaging rapi. Packaging aman ??. Respon penjualnya top. Proses pesanan cepat. Penjualnya ramah bange,Positive
"Sempat terkendala dengan pengiriman, tapi dibayar dengan barang yang bagus dan packing nya rapi.",Positive
"al Positive, overal feelnya enak dulu sempat punya, aga menyesal juga dulu sempat jual, dari build quality beda lah sama controller dengan harga yang sama, better banget feel kerasa kokohnya buat housingnya ????",Positive
beli 2 pcs tapi yang 1 rusak,Negative
Kendaraan menjadi kinclong kembali! Mantap!. Kendaraan menjadi kinclong kembali! Mantap!. Senang banget bisa di pasangin di bengkelnya. Senang banget ada home servicenya!.,Positive
"kecewa, keterangannya 90 yard tapi yang datang 72 yard",Negative
"sudah punya 3 botol dan 1 refil, beli lagi biar dapat botol baru yang ada sticker dermatologically tested nya",Positive
KAPOK BELI DISINI,Negative
"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat teman-teman yang perlu connect ke laptop begitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.",Negative
"Produk asli, penjual respondsif, packaging rapi",Positive
"enggak rekomendasi untuk beli disini, ada masalah tapi seller enggak jawab pesan. tadinya enggak mau pakai fitur komplain tokped karena gue kira seller bakal mau tanggung jawab, tapi sampai pesanan otomatis selesai belum juga ada balasan. buat pelajaran saja buat yang lain, beli barang kayak gacha, kalau lagi enggak beruntung bisa dapat barang jelek dan enggak bisa dituker",Negative
"Bahan tipis, seller ramah, ekspedisi cepat",Positive
"Barang bagus sesuai deskripsi, pengiriman cepat...recommended seller.",Positive
"pesanan sesuai deskripsi,pengiriman cepat",Positive
Nyaman di kulit. Kulit jadi glowing ?. Penjualnya ramah banget. Packaging simpel. Packaging aman ??.,Positive
"Barang sesuai harapan, muat banyak barang sehingga membuat meja rias lebih rapi",Positive
Barang tidak bisa digunakan dan tidak ada celana dalam Driver nya,Negative
Material Produk Bagus Ukuran Produk Sesuai,Positive
"Mantaaap, wajib dibaca ini mah.",Positive
"Packagingnya payah. Saya pesan 3 kaleng, yang satu pecah. Dan tidak mau diganti. CSnya meminta bukti foto dan video, sudah saya kirimkan tapi tetap meminta terus, dan akhirnya mereka menyudahi komplain saya secara sepihak.",Negative
"sudah di notes, jangan pakai solatip/lakban kaleng nya jadi rusak karena nempel2 bekas selotipnya jadi enggak enak di pegang nya pas nyemprot belajar dari request costumerlah",Negative
barang sudah sampai dengan selamat..packaging rapi..3-4 hari dari proses pemesanan sampai tiba di Malang..terima kasih ??,Positive
"alhamdulillah pesanan cat sudah sampai, diproses dengan cepat, ditanggapi dengan baik.",Positive
"Jujur lumayan kecewa banget dengan claim wangi mint eucalyptus, pasti yang terbayang wangi kayak minyak kayu putih begitu tapi pas datang benar-benar enggak ada wangi mint atau eucalyptusnya. Atau mmng aku hidung aku yang salah cium. ?? yang jelas wanginya bikin eneg dan pusing bukan nyegerin kayak minuak kayu putih. terus enggak dapat fre pouch juga. ??",Negative
sedikit seret kalo dipadukan dengan produk original. pakai sedikit kekuatan bisa masuk.. overal puas sekali dengan produk. bahan dan finishing bagus. haturnuhun,Positive
"baru beli seminggu yang lalu, cuma pakai bentar, pas mau pakai lagi sudah enggak bunyi.",Negative
"besi disalah satu sisi enggak bisa diatur panjang pendeknya karena sudah dol jadi alat enggak bisa digunakan, mengecewakan sekali",Negative
"dasternya adem ya iyalah pada bolong/sobek begitu ya jelas ademnya,,mentang2 gretongan,,,haaha parah asli",Negative
mantaap!????????,Positive
"Pengiriman lambat, sampai sekarang dana saya belum dikembalikan, harusnya penjual info kalo barang tidak ada, atau uang dikembalikan. Samoe sekarang enggak diaksi, parah",Negative
"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp",Positive
barang nya enggak saya terima tiba-tiba saja ada nama penerima nya .... kecewa banget jadi nya walaupun sih grtis dari penggunaan pertama Tokopedia tapi kalau begini kan jadi malas buat gunain Tokopedia,Negative
barang tidak berfungsi sama sekali...seperti membeli barang rusak,Negative
adminnya kebanyakan bac00t.. lamban banget.. kecewa banget deh,Negative
recomended seller,Positive
bagus enggak pernah mengecewakan packingnya aman banget. Kemasan bar sekarang ??????????,Positive
"ampun deh ini packing terasal yang pernah gua terima, ini kalau patah bagaimana, awas saja isinya rusak pas gua pakai ya",Negative
"Barang sudah sampai, pelayanan cepat sekali, packing aman dan barang sesuai deskripsi. Terimakasih dan sukses selalu ya",Positive
dikirimnya lama,Negative
"Barangnya saya terima dalam keadaan pecah di bagian sudut, padahal posisi itu dilapis gabus pelindungnya loh.. Jadi saya berasumsi kalau barangnya memang sudah pecah dari sebelum dikirim, bukan saat ekspedisi. Sayang lupa videokan saat unboxing.",Negative
"pelayanan nya TOP , after sales service bagus ????????",Positive
"Saya membeli 20 item, dan yang saya terima hanya 10. sudah komplain tidak bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam.",Negative
"packaging kurang rapi, semua kemasan produk BOLT sobek.. sehingga ketika unboxing, isi makanan berantakan",Negative
barang sesuai pesanan paking standar bagus pengiriman cepat sampai TKS gan,Positive
"mantav sesuai pesanan ,jos",Positive
"Susah di bikinnya, enggak mengerti, ribet... packing juga kurang... bahkan ada yang lecek dan robek kertasnya... ya sudah lah",Negative
"barang tidak sesuai gambar,mengecewakan",Negative
Penjual lambat respon penjual. Barang lama dikirim. Keburu basi nih balon.,Negative
bagus.. motif'a lucu lucyu... seller juga baik.. pengiriman juga kilat.. terima kasih banyak ya sis.. sukses terus,Positive
2x pembelian awal enggak ada masalah dan puas. tapi pembelian terakhir ini mengecewakan. entah mau irit packaging atau karena alasan apa untuk pembelian rasa tiramisu sudah tidak berkardus. mungkin sudah mulai dijual ketengan.,Negative
lampunya enggak nyala,Negative
"sudah 2 kali belanja, fast respons, amanah,",Positive
"sedikit agak lama pengiriman nya, dan pengemasan plastiknya tipis",Negative
Barang sesuai pesanan,Positive
Bagus� ???? bahannya enak,Positive
"produk mengecewakan...!!!! kecewa!!! awalnya sih oke... tapi setelah seminggu pemakaian entah kenapa enggak bisa di cas, sudah saya coba berkali kali tetap enggak bisa di cas.... saya sangat kecewa dengan produk ini. kwalitasnya kurang bagus",Negative
"tripodnya, terasa sturdy cukup ringan, tapi tanpa manual. seller fast response,",Positive
Bahannya nyaman ??. Nyaman di punggung. Nyaman di punggung. Desain ergonomis. Desain ergonomis. Beban tersebar merata. Beban tersebar merata. Gampang dipakai. Gampang dipakai. Bahannya fleksibel. Penjualnya ramah banget. Proses pesanan cepat. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Packaging rapi. Respon penjualnya top.,Positive
sudah order buble tapi Buble nya enggak ada . untung enggak kenapa2,Negative
"meminta warna PUTIH, yang dikirim Bening. Ngasal bae, mata lo sowek!",Negative
sangat mengecewakan barang dikirim tidak sesuai dengan deskripsi permintaan pembeli,Negative
lampunya mati sialan,Negative
"Sampai dengan baik banget dan exp masih lama, di kemas sangat baik setiap susu di beri babel warp dan dikardusin satu2 baru di kardusin lagi jadi satu (ok semua ) Terimakasih .",Positive
Barangnya original ??. Instalasi Mudah. Garansi Resmi. Tahan Lama.,Positive
"bisa dimainkan dan aman, sellernya juga oke, akunnya juga enggak pernah antri, selama ini oke2 saja",Positive
pesan 9 item bareng yang di kirim hanya 6 item bareng bareng kosong tidak di infokan,Negative
"enggak recomended saya sudah tes wtnya katany jarak 1km, ini 100 meter saja sudah gangguan",Negative
"Mantap, pas sih walau agak goyang2 enggak lengket ke galon, tapi speed air keluar cukup, mulutnya mungkin ya agak kurang panjang dikit",Positive
kondisi drum pad enggak rapi masih banyak lem belepotan,Negative
"top banget, kurir ramah banget, sudah langganan sicepat top deh, terimakasih seller dan kurir , enggak lupa juga Tokopedia terimakasih ???",Positive
"kualitas barang sesuai harga, bahan lumayan halus, tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci, pengiriman cepat",Positive
"paket sudah saya terima, belum dicoba semoga anak saya suka, semoga berfungsi dan awet, terima kasih ya kak",Positive
Barang datang dalam keadaan penyok,Negative
"pecah gagang, seller enggak mau tanggung jawab sampai akhirnya tokopedia yang memutuskan bisa direfund",Negative
"menyesal setengah mati beli nih produk, beli gara-gara lihat ulasannya kok positif semua.. sumpah ini krim baunya enggak enak banget, kalo boleh digambarkan baunya itu perpaduan antara muntahan bayi dan minyak nyong2 om2, iya separah itu.. ini yang pada kasih ulasan hidungnya pada mati rasa atau bagaimana ya ?????? .. pengiriman sih cepat dan bagus, but sorry, the product is a nightmare + very pricey.. tau begini gue tetap beli wak doyok yang wanginya jauh lebih enak dan jauh lebih murah.. this cream is really2 not recommended!",Negative
Hasilnya tahan lama. Hasilnya matte. enggak cepat pudar. Packaging aman ??. Proses pesanan cepat.,Positive
enaaaak.. bakal order lagi ??????,Positive
lucu banget warnanya. recommended harga murah tapi enggak murahan. next bakal order lagi,Positive
top markotoooop,Positive
Tipis banget dan talinya benaran sekendor itu tapi tali enggak masalah sih yang penting ketebalannua. Ini sama saja tebelnya kayak masker yang wrna biru/ijo itu. Awalnya baca komen enggak percaya soalnya evo lumayan mereknya. Ternyata benaran tipis banget.,Negative
Agak kecewa karena isinya tumpah sampai setengah dan pengiriman juga lama.,Negative
"barang sampai dengan selamat, dompet nya keren, bingkisan premium, seperti dompet mahal",Positive
"Barang sudah sampai dan ikannya masih sehat dan selamat,terima kasih",Positive
balon nya kecil banget,Negative
1 BATERE DATANG RUSAK KATANYA MAU DI TELP DARI MARKETING SETELAH TUNGGU 2 MINGGU TIDAK ADA KELANJUTAN,Negative
"Aplikasi banyak yang enggak bisa kebuka. cuma bisa youtube saja. Wirelles keyboard arah atas,back dan angka 3 tidak bisa. Kecewa tidak dilakukan pengecekan dulu sebelum dikirim. Niat mau menonton bein jadi tidak bisa. Remote mi boxnya juga tidak bisa.",Negative
banyak yang tergores seperti bekas.habis itu bagian bawah kayunya patah!!!,Negative
buku sudah pasti original dan sangat bagus dengan pengemasan super aman hanya saja pengirimannya lambat,Positive
"Barang baru sampai, terus dicoba, awal nya bagus, tiba tiba mesin nya mati, sudah dicoba berkali kali tetap enggak hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia enggak bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh menunggu katanya di cek, tiap hari saya tanya masih dicek, enggak pernah sekalipun duluan kasih info soal barang saya, selalu saya yang tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller enggak bagus begini, meminta refund enggak ditanggapi, barang saya juga enggak tau kemana dan diapakan, saya beli baru tapi kayak beli barang refurbish yang enggak dikirim dikirim, menyebalkan!!!",Negative
pelayanan tokonya sampah..,Negative
"warnanya beda dengan gambar, Tidak menerawang. Bahannya adem. Nyaman dipakai.",Positive
"Karung baru bukan bekas,tipis... enggak sesuai gambar.... kapok belanja lagi",Negative
"datang barang bagian samping agak bonyok dan terbuka, pas bongkar beberapa sekat ada yang terkelupas terkena gesekan entah karena apa. ada juga satu sekat yang tidak rapi pada bagian pres resin nya. untuk sekat bagian depannya ada yang penyok pada bagian resinnya. semoga kedepannya bisa di check lagi quality controlnya di tingkatkan.",Negative
Produk yang diterima lengkap. Lampunya terang. Pas di kepala. pengiriman standard. paket sampai dengan aman. terima kasih,Positive
Respon cepat. Barang sesuai pesanan. Tingkatkan kepercayaan dan kepuasan pelanggan. Recommended.,Positive
mantab barang susuai pesanan tepat waktu,Positive
1 nunchuck nya enggak berfungsi..mohon diperhatikan kembli barang yang dikirimkan..agar pelanggan tidak kecewa,Negative
"Yang datang merk BUCK-i entah karena promo atau apa, tapi belum sempat take a picture, nanti saya update lagi ulasanya,barusan saya search buck-i knife, lebih murah.kalau memang mau mengadakan promo, jual barang yang benar,saya kecewa sekali dengan brand GM yang sudah saya percaya berkali kali,",Negative
"murah meriah jadi langsung beli 3, cocok nih buat yang bibir nya kering kaya aku, lumayan buat pelembab bibir enggak perlu mahal ..",Positive
mantap barangnya,Positive
mudah dipakainya,Positive
"meminta yang pink, dikirim yang biru, terus dapat yang penyok :( kecewa banget ih",Negative
"respon penjual cepat, pengiriman cepat dankemasan rapi",Positive
Kualitasnya bagus. Kaki-kaki tripodnya kuat. Bahan tasnya juga bagus. Tebal sehingga tidak mudah sobek,Positive
"Pro : harga kaget flash sale, respon seller cepat dalam proses, konstruksi hampir seluruh nya dari logam kecuali mic holder. Con : Base plate tipis, baut bal head tidak presisi jadi harus ganti/modif. Baut konektor arm uk. 3/8x16tpi, bukan 1/4 jadi kurang compactible, Holder HP kurang panjang, jadi kalo HP berat suka jatuh jika posisi menghadap ke bawah.",Positive
"aftersalesnya parah. penjual enggak baca chat dan enggak balas lagi, janji tinggal janji",Negative
"Kekecilan, ukuran tidak sesuai deskripsi",Negative
packing pengiriman kurang aman hanya dilapisi plastik tipis sehingga dapat menyebabkan kerusakan pada produk. dan produk yang saya terima mengalami lekukan pada tutup dan menimbulkan bercak sehingga tidak bisa menutup rapat. sehingga untuk ke depan mohon dapat memberikan packing yang lebih aman. Agar penjual dan konsumen sama-sama nyaman,Negative
"Alat Linting nya Patah/Rusak,...",Negative
"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA mengadakan PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI AC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO enggak NIAT BIKIN PROMO TOLONG enggak USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE enggak AKAN BELI DELI LAGI",Negative
lubang untuk muka sempit enggak enak,Negative
Salah size...meminta xl dikirimnya si ??,Negative
"Barang dalam kondisi prima, sampainya juga cepat cuma sehari. Terima kasih, seller!",Positive
enggak dikirim payah,Negative
warna tidak sesuai dengan digambar,Negative
Barang ok. Worth the money. Pengiriman ok. Yang jelas itu amiibo card sesuai dengan Layered Armor yang didapatkan. Jadi ok. Dont be afraid.,Positive
Drawlernya enggak bisa kebuka manual ataupun yang otomatis,Negative
"pelayanan mantap...langsung kirim dan sampainya cepat banget,packingnya juga ok banget??????",Positive
"Enak banget, isinya banyak, saosnya mantap. Seller ramah. Thank you!",Positive
"respon cepat,packing pengiriman bagus buble wrap nya tebal jadi aman buat barangnya..saya suka.semoga barangnya awet dan brfungsi dengan baik..recomended seller...",Positive
"No Recomend, order yang mana di kirim mana....mengecewakan",Negative
model lumayan keren tapi kecewa di batre senternya hanya bertahan sekitar 3 jam saja.,Negative
bolong coy... packing parah bgt.. lakban semua jadi robek2 ketika dicabut,Negative
"?????????? Barang dipesan tanggal 15, baru dikirim tanggal 21 -_- mantap enggak tuh mantap enggak tuh",Negative
kue nya pas datang dicoba asem..kue sudah terlalu lama..di komplain ke penjual bilang nya bisa dikonsumsi dan dimakan... tidak ada tanggung jawab..,Negative
"SELLER tidak BERTANGGUNG jawab. Kindlenya baru dibeli terus rusak. Pembelian 23 okt, 26 okt kindle nya rusak. Katanya ada garansi 7 hari, begitu di message & whatsap cuma di READ. enggak bertanggung jawab banget. hati-hati ya kalau mau beli disini after sale service nya sangat tidak bagus. enggak bisa dipakai deh kindle nya sayang banget, padahal sudah capek2 nabung. semoga dapat karma nya sendiri deh :)",Negative
pesan 10 dikirim 4,Negative
"Barang di kirim tanpa bubble padahal sudah info kalau mendung gelap bahkan gerimis kecil,tapi tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.",Negative
Buat gonta ganti main sehari2 enggak usah beli yang ratusan ribu.. mending buat belanja dapur ?? proses & delivery cepat ???? mantab,Positive
"game lancar, kondisi box dan game cartridges mulus, pengiriman super cepat, seller yang super responsive, thanks gan recommended banget beli game disini",Positive
Kacau beli lebih dari 1 lusin enggak di kardusin.,Negative
Ukuran fit dipakai. Nyaman dipakai. Jaketnya stylish. Packaging aman ??. Proses pesanan cepat. Keren modelnya.,Positive
Pengiriman lama sekali. Respon penjual juga lambat,Negative
Mana enggak ada bubble wrapnya,Negative
pengirimannya cepat rapi terima kasih,Positive
Bagus banget kertasnya dan sesuai deskripsi,Positive
"bukan dendeng daging sapi asli, semacam campuran",Negative
"Pengiriman cepat, packing aman, respon penjual baik harga oke lagi promo. Terima kasih",Positive
bagus banget,Positive
Mantap banget kualitasnya enggak usah diragukan lagi,Positive
saran saja kepada pihak penjual untuk cek terlebih dahulu barang yang mau dikirim jangan barang yang enggak sesuai dikirim...makan waktu saja..,Negative
warna enggak sesuai.,Negative
"Beberapa hari yang lalu saya pesan 4 pcs bolt salmon tapi hanya dikirim 1 bolt salmon dan 3 nya tuna. Harga beda 600 rupiahan sih tapi bukan masalah beda 600 rupiahnya cuma lebih ke kewajiban memberikan barang sesuai dengan yang dibeli konsumen saja biar konsumen enggak rugi. Janji bakal dikirim salmon dipesanan kali ini tapi tetap dikirim tuna, kalo barang kosong seharusnya konfirmasi bukan asal kirim saja. ok terima kasih deh kak.. Semoga konsumen lain enggak mengalami seperti ini.",Negative
enggak sesuai warna pesanan,Negative
"Pengiriman laptop dari toko tidak dicek dahulu,.. laptop yang dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yang rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. Ternyata toko yang sudah verified tidak menjamin, Pelayanan toko ini buruk, respon cepat saat awal beli saja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yang seharusnya, bisa langsung tuker unit langsung dari toko.... terus Apa gunany ditulis di Deskripsi Garansi toko 3 hari ???... Cukup terakhir beli disini, thanks",Negative
pesan 2 dikirim 1. enggak bisa komplain. karena enggak ada video. sudah dikirim foto tetap enggak bisa. respon lama. baru sehari setelahnya meminta no.resi. enggak waktu hari pas komplain meminta nomor resi. silakan ambil 16rbu nya.,Negative
"barang bagus, enggak mudah robek, bahan plastik.....",Positive
"PENIPU. AWAS DITIPU. Reply : saya sudah kirim bukti tambahan lewat wa, karena di tokped spacenya enggak cukup, tapi dia bilang saya enggak kirim bukti.",Negative
sedih lihat analog kirinya . akan lebih baik apabila di kirim kayak analog kanan,Negative
barangnya cukup bagus,Positive
"Order dan gambar truck pemadam kok dikirim mobilan police, NOT RECOMMENDED",Negative
Bagus bangeeet ????????????,Positive
"KARTU SD NYA CUMA 29,71 GB, KATANYA OFFICIAL, TAPI MALAH MKSOFFICIAL. KECEWA, INI TIDAK ORIGINAL.",Negative
beda sama yang di gambar. padahal sudah pernh pesan sekali di sni,Negative
"Beli cashew dikirim Almond ,, beli 2 dikirim cuma 1 ,, enggak berkah dagangan mu ..",Negative
"pengiriman cepat, pengemasan aman, mudah dipasang dan digunakan, bonus backgroundnya juga banyak. hasil fotonya cukup memuaskan bagi saya. hanya saja, saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali. tapi secara keseluruhan bagus dan memuaskan",Positive
pengiriman cepat banget..mantap. sukses selalu ya,Positive
"Sudah punya jenis yang sama Made ini China juga, tapi yang ini bahannya lebih jelek.",Negative
BANYAK RUSAK DAN LECET nya !!!!,Negative
"belum dimainin barang sudah cacat mana no angkanya ada yang pudar lagi, parah deh",Negative
"Bahannya adem,lembut,cocok dipakai dalam ruangan ber-AC dan bisa terhindar dari gigitan nyamuk. Jadi,rencana mau order warna lain lagi.",Positive
barang ok sesuai pesanan,Positive
kancing nya baru beberapa kali pakai copot kurang kuat,Negative
Penjual kurang ramah,Negative
Jelek banget mic nya. enggak nyala. Kabel cuman 50 cuma. Akhirnya cuma dipakai bando nya doang dan mic pakai lavalier yang ada,Negative
"barang sesuai pesanan,pengiriman cepat,pengemasan sangat bagus,bubble wrap tebal????",Positive
"buckle/pengaitnya enggak kuat, percuma jadi strap",Negative
barang sudah sampai tapi tidak sesuai sample,Negative
Awalnya salah kirim judul dulu jadi lama bolak-balikin yang salah kirim dulu. Semoga kedepannya enggak kejadian lagi ya ke customer lain,Negative
"Maskernya rapet, packaging rapi lengkap dengan kotak masih berprelastik",Positive
"Serbaguna dan tajam,Barang sesuai deskripsi. Recommended seller tentunya! ????",Positive
barang bagus,Positive
Ukuran sesuai. Nyaman dipakai sih kecil. Bahannya tebal. Jahitannya rapi. Modelnya kekinian. Packaging-nya rapi. Proses pesanan cepat. Packaging aman ??.,Positive
tidak sesuai,Negative
luntur terus meski sudah beberapa kali di cuci,Negative
Memang sih murah barangnya... tapi boleh lah ya komplain.... Btw ini saya yang enggak bisa memakai nya apa barangnya yang rusak ya?? sudah pakai splitter juga enggak fungsi ??????,Negative
"barang sampai dengan selamat, jumlahnya pas, motifnya benar benar random jadi pas untuk dijadikan bingkisan. bahannya tipis tapi bagus ??",Positive
"pengiriman cepat tapi enggak tajam sama sekali, bahkan untuk ranting kecil sekalipun butuh tenaga lumayan saat digunting.",Negative
"sangat kecewa belanja di toko ini pesan 12 masker yang sampai cuma 10 tolong kalau packing barang sebelum di kirim teliti dulu dong, jangan sampai mengecewakan pembeli termasuk saya .",Negative
"Fast respond, sellernya ramah packing rapi pengiriman cepat... Recommended",Positive
"produk sesuai deskripsi, sudah diterima aman, tks",Positive
Kaki mainan robot hulk pecah/rusak. Mohon dicek sebelum kirim brh,Negative
ukurannya ada yang besar ada yang kecil tapi lumayan dengan harga segitu terima kasih ya??,Positive
Ukuran sesuai. Ringan dipakai. Warnanya bagus ??.,Positive
"official store sih benar, tapi begitu banyak komplen tentang packing, tetap masih di abaikan, berhubung barang nya Ok, ya masih ada yang mau beli, tolong para ATASAN perushaan ini, perhatikan bagian packingnya, jangan cuman asal packing,",Negative
geriginya bendonya kecil banget enggak kayak di gambar...,Negative
barang sesuai deskripsipenjual ramah dan fast respon,Positive
baru 3 hari sudah enggak ngegrip,Negative
kok dibungkus bubble doang tanpa kardus.. saya kan juga bayar kardus + bubble sis -_-,Negative
Ah apaan enggak ngaruh apa-apa yang ada bikin iritasi!!! Gatal gatal merah jadinya,Negative
semua mengecewakan,Negative
mantap banget??? lov itu!,Positive
Jelek. Banyak penyok sana sini. Sangat mengecewakan,Negative
agak tipis tapi ok lah,Positive
"tidak sesuai dengan kapasitas yang tertera di boxnya,kecewa pokoknya..kalo bisa gue balikin ..gue balikin deh",Negative
penjual cepat tanggap. barang cepat sampainya. terima kasih,Positive
Produk sesuai deskripsi. cuma bagian lipatannya tidak mudah hilang walaupun sudah disetrika. jdnya agak kelihatan bagian lipatan saat difoto,Positive
Barangnya bagus sesuai deskripsi ????????????,Positive
puas barang cepat sampai dan sesuai yang di harapkan,Positive
top seller.. responsif dan btg jawab,Positive
"barang ok (harga, porsi) terjangkau, untuk rasa enak, pengiriman cepat..good job",Positive
banyak masker yang jahitan/lemnya lepas,Negative
"sangat mengecewakn, berhrap dapat hadiahnya ternyata tidak ada, sebelum belanja saya chat ke pusat, ternyata dikirimnya dari kantor cabang. saya tahu nya bahwa saya belanja nya di of.store bukan dari cabang, pengirimn dari kntr cabang tidak ada promo hadiah.., jadi yang mau beli produk susu, jika di etalase ada hadiahnya tanykn sejelas2nya dikirim nya darimana,kita sebgai konsumen harus juga kritis, biarlah hanya saya yang kecewa.jangan ikut yang lainnya yang sudah langgan minum susu ini.tetap sehat.",Negative
Harga terjangkau!. Produk Sesuai. Kualitas sangat bagus! pengiriman cukup responsif. terima kasih ya... sehat sehat selalu untuk seller dan team...,Positive
"1 enggak bisa nyala, 1 mati2 suaranya",Negative
"bareng nya belum sampai, dan belum diterima. tapi diaplikasi sudah selesai saja. kan aneh",Negative
pengiriman aman dan lmyn cepat.. barang diterima juga bagus,Positive
"Awet banget nih strap nya, enak juga tebal, jadi enggak takut putus",Positive
"berfungsi sebagaimana mestinya, mantap",Positive
barang tidak di packing...hanya pakai kantong plastik dan kaleng nya pada rusak semua....pengiriman sangat lama...saya sangat kecewa dan tidak akan belanja di toko ini.....parah sekali service nya,Negative
yang beli wiskas junior bau bangkai.. kucing enggak pada doyan,Negative
Packaging aman ??. Barang berfungsi dengan baik.,Positive
barangnya enggak rapi..terutama jahitannya dan masih ada benang yang enggak beraturan,Negative
"Pesan hijau, yang datang hitam??!!! ??",Negative
"sebenarnya kualitasnya oke sih, tapi enggak bisa masuk ke kamera yang biasanya pakai phantom power.",Negative
"Pembelian keranjang kargo kucing ke 3, enggak pernah enggak puas beli di sini, harga terbaik, seller fast response dan packing nya juara.. aman banget pakai kardus segala.. badabest lah, dapat bonus pula",Positive
Orderan sesuai dan packing juga aman.,Positive
Barang nya bagus sesuai dengan gambar dan tajam juga Semoga awet deh pisau nya,Positive
"Isi lengkap, tidak ada yang patah, dapat dusnya juga, setelah dirakit berfungsi baik",Positive
barang tidak diterima. pengembalian dana tidak diterima. dan saya disuruh urus sendiri ke toped.,Negative
"Busa doang, tidak saya rekomendasikan",Negative
Puas dan gercep banget seller nya. Pesan dua kartu dan dua duanya berfungsi dengan aman. Terima kasih.,Positive
BOHONG enggak dapat Hadiah kapok beli di sini ??????????????,Negative
ada bagian yang sobek,Negative
"mohon maaf dikasih rating segini, karena barang yang dikirim tidak sesuai dan tidak ada follow up untuk penggantian barang, semoga kedepan dapat ditindak lanjuti, terima kasih banyak sebelumnya",Negative
"wangi tapi bukan wangi peppermint, tidak sesuai pesanan, apalagi sudah beli 2 botol",Negative
Produk Original. Kualitas Produk Bagus. Material Produk Bagus. Ukuran Produk Sesuai.,Positive
"Barang orisinal, harga murah, seller fast response, ramah, dan barang cepat sampai.",Positive
barang penyok..enggak bisa di ganti karena tidak unboxing record,Negative
"Barang sudah sampai, pelayanan cepat sekali, packing aman dan barang sesuai deskripsi Terimakasih dan sukses selalu ya",Positive
"Pecah, packing kurang aman",Negative
kecewa dan sangat kecewa. pertama belanja sudah salah belanja ke dua berharap ada perubahan tapi tetap salah.,Negative
"Recommended Seller!! Respon cepat, pengiriman cukup cepat...",Positive
"Overal puas, cuman sayang salah kirim warna",Positive
Penjual tidak ramah,Negative
yang dikirim russak guys ampun dah,Negative
"respon admin oke, ekspedisi kurir aman, packing ergonomis dan selamat sampai tujuan. Minus tidak ada, perbandingan barang sesuai foto testimoni saya. Harga dan barang sesuai, dan baterai normal ya gan..",Positive
"Harga jauh lebih murah , fast response, ramah, dan sangat recommended. Pastinya akan order disini lagi. Pertahankan ya kak the best ????",Positive
"Wangi nya sama sekali enggak enak...kayak barang sudah kadaluarsa, di pakai di mobil enggak nympe 1 hari...semua yang masuk mobil ane komplain...hadeh..malah sudah beli 2 biji pula",Negative
Nomor seri terdaftar. Barangnya original ??. Berfungsi dengan baik. Packaging aman ??.,Positive
"Beli 6 cuma dikirim 5, malas complain ??",Negative
"tipis, agak kaku, jadi dipakai kurang nyaman",Negative
